,ap0,ap1,ap2,ap3,ap4,ap5,ap6,ap7,ap8,ap9,ap10,ap11,ap12,ap13,ap14,ap15,ap16,ap17,ap18,ap19,ap20,ap21,ap22,ap23,ap24,ap25,ap26,ap27,ap28,ap29,ap30,ap31,ap32,ap33,ap34,ap35,ap36,ap37,ap38,ap39,ap40,ap41,ap42,ap43,ap44,ap45,ap46,ap47,ap48,ap49,ap50,ap51,ap52,result_x,result_y,result_z
83,0,0,-63,0,0,0,-78,0,0,0,0,0,0,0,0,0,-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,-72,-64,0,0,0,0,0,0,20.66754703015397,-103.46438717097044,0
84,0,0,-63,0,0,0,-78,0,0,0,0,0,0,0,0,0,-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,-72,-64,0,0,0,0,0,0,20.66754703015397,-103.46438717097044,0
85,0,0,-71,0,0,0,-78,0,0,0,0,0,0,0,0,0,-55,0,0,0,0,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,0,0,-92,0,0,0,0,-43,0,0,-70,-64,0,0,0,0,0,0,20.66754703015397,-103.46438717097044,0
86,0,0,-71,0,0,0,-78,0,0,0,0,0,0,0,0,0,-56,0,0,0,0,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,0,0,-92,0,0,0,0,-43,0,0,-70,-64,0,0,0,0,0,0,20.66754703015397,-103.46438717097044,0
87,0,0,-71,0,0,0,-78,0,0,0,0,0,0,0,0,0,-56,0,0,0,0,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,0,0,-92,0,0,0,0,-43,0,0,-70,-64,0,0,0,0,0,0,20.66754703015397,-103.46438717097044,0
88,0,0,-64,0,0,0,-78,-91,0,0,0,0,0,0,0,0,-55,0,0,0,0,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,0,0,-93,0,0,0,0,-44,0,0,-70,-61,0,0,0,0,0,0,20.66754703015397,-103.46438717097044,0
89,0,0,-64,0,0,0,0,-91,0,0,0,0,0,0,0,0,-55,0,0,0,0,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,0,0,-93,0,0,0,0,-44,0,0,-70,-61,0,0,0,0,0,0,20.66754703015397,-103.46438717097044,0
90,0,0,-64,0,0,0,0,-91,0,0,0,0,0,0,0,0,-56,0,0,0,0,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,0,0,-93,0,0,0,0,-44,0,0,-70,-61,0,0,0,0,0,0,20.66754703015397,-103.46438717097044,0
91,0,0,-72,0,0,0,0,-92,-93,0,0,0,0,0,0,0,-57,0,0,0,0,0,0,0,0,0,0,0,0,-88,0,0,0,0,-93,0,0,-93,0,0,0,0,-44,0,-93,-71,-59,0,0,0,0,0,0,20.66754703015397,-103.46438717097044,0
92,0,0,-72,0,0,0,0,-92,-93,0,0,0,0,0,0,0,-57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-93,0,0,-93,0,0,0,0,-44,0,-93,-71,-59,0,0,0,0,0,0,20.66754703015397,-103.46438717097044,0
93,0,0,-72,0,0,0,0,-92,-93,0,0,0,0,0,0,0,-58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-93,0,0,-93,0,0,0,0,-44,0,-93,-71,-59,0,0,0,0,0,0,20.66754703015397,-103.46438717097044,0
94,0,0,-65,0,0,0,-74,0,0,0,0,0,0,0,0,0,-59,0,0,0,0,-83,0,0,0,0,0,0,0,0,0,-95,0,-93,0,0,0,-93,0,0,0,0,-46,0,0,-74,-65,0,0,0,0,0,0,20.667544206861784,-103.46441499888897,0
95,0,0,-65,0,0,0,-74,0,0,0,0,0,0,0,0,0,-59,0,0,0,0,-83,0,0,0,0,0,0,0,0,0,-95,0,-93,0,0,0,0,0,0,0,0,-46,0,0,-74,-65,0,0,0,0,0,0,20.667544206861784,-103.46441499888897,0
96,0,0,-65,0,0,0,-74,0,0,0,0,0,0,0,0,0,-62,0,0,0,0,-83,0,0,0,0,0,0,0,0,0,-95,0,-93,0,0,0,0,0,0,0,0,-46,0,0,-74,-65,0,0,0,0,0,0,20.667544206861784,-103.46441499888897,0
97,0,0,-64,0,-92,0,-74,-94,0,0,0,0,0,0,0,0,-62,0,0,0,-82,-84,0,0,0,0,0,0,0,0,0,-95,0,-93,0,0,0,0,0,0,0,0,-47,0,0,-70,-60,0,0,0,0,0,0,20.667544206861784,-103.46441499888897,0
98,0,0,-64,0,-92,0,-74,-94,0,0,0,0,0,0,0,0,-63,0,0,0,-82,-84,0,0,0,0,0,0,0,0,0,-95,0,-93,0,0,0,0,0,0,0,0,-47,0,0,-70,-60,0,0,0,0,0,0,20.667544206861784,-103.46441499888897,0
99,0,0,-64,0,-92,0,-74,-94,0,0,0,0,0,0,0,0,-64,0,0,0,-82,-84,0,0,0,0,0,0,0,0,0,-95,0,-93,0,0,0,0,0,0,0,0,-47,0,0,-70,-60,0,0,0,0,0,0,20.667544206861784,-103.46441499888897,0
100,0,0,-64,0,-92,0,-77,-94,0,0,0,0,0,0,0,0,-63,0,0,0,-82,-84,0,0,0,0,0,0,0,0,0,-95,0,-93,-91,0,0,0,0,0,0,0,-48,0,0,-68,-60,0,0,0,0,0,0,20.667544206861784,-103.46441499888897,0
101,0,0,-64,0,-92,0,-77,-94,0,0,0,0,0,0,0,0,-63,0,0,0,-82,-84,0,0,0,0,0,0,0,0,0,0,0,0,-91,0,0,0,0,0,0,0,-48,0,0,-68,-60,0,0,0,0,0,0,20.667544206861784,-103.46441499888897,0
102,0,0,-64,0,-92,0,-77,-94,0,0,0,0,0,0,0,0,-63,0,0,0,-82,-84,0,0,0,0,0,0,0,0,0,0,0,0,-91,0,0,0,0,0,0,0,-48,0,0,-68,-60,0,0,0,0,0,0,20.667544206861784,-103.46441499888897,0
103,0,0,-66,0,-92,0,-77,-94,0,0,0,0,0,0,0,0,-63,0,0,-87,-82,-84,0,0,0,0,0,0,0,0,0,0,-94,0,-91,0,0,0,0,0,0,0,-47,0,0,-63,-58,0,0,0,0,0,0,20.667544206861784,-103.46441499888897,0
104,0,0,-66,0,0,0,-77,0,0,0,0,0,0,0,0,0,-63,0,0,-87,-82,0,0,0,0,0,0,0,0,0,0,0,-94,0,-91,0,0,0,0,0,0,0,-47,0,0,-63,-58,0,0,0,0,0,0,20.667544206861784,-103.46441499888897,0
105,0,0,-72,0,0,0,0,0,0,0,0,0,0,0,0,0,-64,0,0,0,0,0,0,0,0,0,0,0,0,-85,0,0,0,0,0,0,0,0,0,0,0,0,-52,0,0,-72,-63,0,0,0,0,0,0,20.66754106987042,-103.46444215625525,0
106,0,0,-65,0,0,0,0,0,0,0,0,0,0,0,0,0,-59,0,0,0,-78,0,0,0,0,0,0,0,0,-81,0,0,0,0,-91,0,0,0,0,0,0,0,-44,0,0,-65,-63,0,0,0,0,0,0,20.66754106987042,-103.46444215625525,0
107,0,0,-65,0,0,0,0,0,0,0,0,0,0,0,0,0,-59,0,0,0,-78,0,0,0,0,0,0,0,0,-81,0,0,0,0,-91,0,0,0,0,0,0,0,-44,0,0,-65,-63,0,0,0,0,0,0,20.66754106987042,-103.46444215625525,0
108,0,0,-65,0,0,0,0,0,0,0,0,0,0,0,0,0,-60,0,0,0,-78,0,0,0,0,0,0,0,0,-81,0,0,0,0,-91,0,0,0,0,0,0,0,-44,0,0,-65,-63,0,0,0,0,0,0,20.66754106987042,-103.46444215625525,0
109,0,0,-61,0,-85,0,0,0,0,0,0,0,0,0,0,0,-60,0,0,-80,-78,-80,0,0,-82,0,0,0,0,-78,0,0,0,0,-90,0,0,0,0,0,0,0,-44,0,0,-73,-62,0,0,0,0,0,0,20.66754106987042,-103.46444215625525,0
110,0,0,-61,0,-85,0,0,0,0,0,0,0,0,0,0,0,-60,0,0,-80,-78,-80,0,0,-82,0,0,0,0,-78,0,0,0,0,-90,0,0,0,0,0,0,0,-44,0,0,-73,-62,0,0,0,0,0,0,20.66754106987042,-103.46444215625525,0
111,0,0,-61,0,-85,0,0,0,0,0,0,0,0,0,0,0,-61,0,0,-80,-78,-80,0,0,-82,0,0,0,0,-78,0,0,0,0,-90,0,0,0,0,0,0,0,-44,0,0,-73,-62,0,0,0,0,0,0,20.66754106987042,-103.46444215625525,0
112,0,0,-60,0,-83,0,0,0,0,0,0,0,0,0,0,0,-61,0,0,-80,-78,-80,0,0,-82,0,0,0,0,-79,0,0,0,0,-90,0,0,0,0,0,0,0,-44,0,0,-73,-62,0,0,0,0,0,0,20.66754106987042,-103.46444215625525,0
113,0,0,-60,0,-83,0,0,0,0,0,0,0,0,0,0,0,-61,0,0,-80,0,-80,0,0,-82,0,0,0,0,-79,0,0,0,0,-90,0,0,0,0,0,0,0,-44,0,0,-73,-62,0,0,0,0,0,0,20.66754106987042,-103.46444215625525,0
114,0,0,-60,0,-83,0,0,0,0,0,0,0,0,0,0,0,-61,0,0,-80,0,-80,0,0,-82,0,0,0,0,-79,0,0,0,0,-90,0,0,0,0,0,0,0,-44,0,0,-73,-62,0,0,0,0,0,0,20.66754106987042,-103.46444215625525,0
115,0,0,-60,0,-84,0,0,0,0,0,0,0,0,0,0,0,-61,0,0,-80,-82,-80,0,0,-82,0,0,0,0,-79,0,0,0,0,-90,0,0,0,0,0,0,0,-42,0,0,-61,-62,0,0,0,0,0,0,20.66754106987042,-103.46444215625525,0
116,0,0,-60,0,-84,0,0,0,0,0,0,0,0,0,0,0,-61,0,0,-80,-82,-80,0,0,-82,0,0,0,0,-79,0,0,0,0,-90,0,0,0,0,0,0,0,-42,0,0,-61,-62,0,0,0,0,0,0,20.66754106987042,-103.46444215625525,0
117,0,0,-62,0,-91,0,0,-92,0,0,0,0,0,0,-89,0,-60,0,0,0,0,0,0,0,0,0,0,0,0,-80,-95,0,0,0,-87,0,0,0,0,0,0,-90,-47,0,0,-64,-67,0,0,0,0,0,0,20.66751942462823,-103.46445389091969,0
118,0,0,-62,0,-91,0,0,0,0,0,0,0,0,0,-89,0,-62,0,0,0,0,0,0,0,0,0,0,0,0,-80,-95,0,0,0,-87,0,0,0,0,0,0,0,-47,0,0,-64,-67,0,0,0,0,0,0,20.66751942462823,-103.46445389091969,0
119,0,0,-62,0,-91,0,0,0,0,0,0,0,0,0,-89,0,-60,0,0,0,0,0,0,0,0,0,0,0,0,-80,-95,0,0,0,-87,0,0,0,0,0,0,0,-47,0,0,-64,-67,0,0,0,0,0,0,20.66751942462823,-103.46445389091969,0
120,0,0,-60,0,-91,0,0,0,0,0,0,0,0,0,-89,0,-59,0,0,0,0,-92,0,0,0,0,0,0,0,-79,-95,0,0,0,-87,0,0,0,0,0,0,0,-47,0,0,-68,-62,-94,0,0,0,0,0,20.66751942462823,-103.46445389091969,0
121,0,0,-60,0,-91,0,0,0,0,0,0,0,0,0,0,0,-59,0,0,0,0,-92,0,0,0,0,0,0,0,-79,-95,0,0,0,-87,0,0,0,0,0,0,0,-47,0,0,-68,-62,-94,0,0,0,0,0,20.66751942462823,-103.46445389091969,0
122,0,0,-60,0,-91,0,0,0,0,0,0,0,0,0,0,0,-59,0,0,0,0,-92,0,0,0,0,0,0,0,-79,-95,0,0,0,-87,0,0,0,0,0,0,0,-47,0,0,-68,-62,-94,0,0,0,0,0,20.66751942462823,-103.46445389091969,0
123,0,0,-62,0,-91,0,0,-94,0,0,0,0,0,0,0,0,-59,0,0,0,-82,-92,0,0,-84,0,0,0,0,-79,-95,0,0,0,-87,0,0,0,0,0,0,0,-48,0,0,-68,-61,-94,0,0,0,0,0,20.66751942462823,-103.46445389091969,0
124,0,0,-62,0,0,0,0,-94,0,0,0,0,0,0,0,0,-59,0,0,0,-82,-92,0,0,-84,0,0,0,0,-79,0,0,0,0,0,0,0,0,0,0,0,0,-48,0,0,-68,-61,-94,0,0,0,0,0,20.66751942462823,-103.46445389091969,0
125,0,0,-62,0,0,0,0,-94,0,0,0,0,0,0,0,0,-57,0,0,0,-82,-92,0,0,-84,0,0,0,0,-79,0,0,0,0,0,0,0,0,0,0,0,0,-48,0,0,-68,-61,-94,0,0,0,0,0,20.66751942462823,-103.46445389091969,0
126,0,0,-62,0,0,0,0,-94,0,0,0,0,0,0,0,0,-57,0,0,0,-82,-92,0,0,-84,0,0,0,0,-79,0,0,0,0,0,0,0,0,0,0,0,0,-49,0,0,-68,-61,-94,0,0,0,0,0,20.66751942462823,-103.46445389091969,0
127,0,0,-62,0,0,0,0,-94,0,0,0,0,0,0,0,0,-57,0,0,0,-82,-92,0,0,-84,0,0,0,0,-79,0,0,0,0,0,0,0,0,0,0,0,0,-49,0,0,-68,-61,-94,0,0,0,0,0,20.66751942462823,-103.46445389091969,0
128,0,0,-68,0,-91,0,-83,-94,0,0,0,0,0,0,0,0,-46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-55,0,0,-79,-57,0,0,0,0,0,0,20.667516915034728,-103.46435632556677,0
129,0,0,-68,0,-91,0,-83,-94,0,0,0,0,0,0,0,0,-47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-55,0,0,-79,-57,0,0,0,0,0,0,20.667516915034728,-103.46435632556677,0
130,0,0,-68,0,-91,0,-83,-94,0,0,0,0,0,0,0,0,-48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-55,0,0,-79,-57,0,0,0,0,0,0,20.667516915034728,-103.46435632556677,0
131,0,0,-72,0,-91,0,-83,-94,0,0,0,0,0,0,0,0,-47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,-77,-59,0,0,0,0,0,0,20.667516915034728,-103.46435632556677,0
132,0,0,-72,0,0,0,-83,-94,0,0,0,0,0,0,0,0,-47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,-77,-59,0,0,0,0,0,0,20.667516915034728,-103.46435632556677,0
133,0,0,-72,0,0,0,-83,-94,0,0,0,0,0,0,0,0,-46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,-77,-59,0,0,0,0,0,0,20.667516915034728,-103.46435632556677,0
134,0,0,-72,0,0,0,-84,-94,0,0,0,0,0,0,0,-92,-46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-52,0,0,-77,-52,0,0,0,0,0,0,20.667516915034728,-103.46435632556677,0
135,0,0,-72,0,0,0,-84,0,0,0,0,0,0,0,0,-92,-47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-52,0,0,-77,-52,0,0,0,0,0,0,20.667516915034728,-103.46435632556677,0
136,0,0,-72,0,0,0,-84,0,0,0,0,0,0,0,0,-92,-48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-52,0,0,-77,-52,0,0,0,0,0,0,20.667516915034728,-103.46435632556677,0
137,0,0,-71,0,0,0,-84,0,-89,0,0,0,0,0,0,-92,-48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-52,0,0,-85,-51,0,0,0,0,0,0,20.667516915034728,-103.46435632556677,0
138,0,0,-71,0,0,0,-84,0,-89,0,0,0,0,0,0,-92,-48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-52,0,0,-85,-51,0,0,0,0,0,0,20.667516915034728,-103.46435632556677,0
139,0,0,-73,0,-93,0,-88,0,0,0,0,0,0,0,0,0,-53,0,0,0,0,0,0,0,0,0,0,0,0,-92,0,0,0,0,0,0,0,0,0,0,0,0,-54,0,0,0,-53,0,0,0,0,0,0,20.667511582148403,-103.46438717097044,0
140,0,0,-73,0,-93,0,-88,0,0,0,0,0,0,0,0,0,-53,0,0,0,0,0,0,0,0,0,0,0,0,-92,0,0,0,0,0,0,0,0,0,0,0,0,-54,0,0,0,-53,0,0,0,0,0,0,20.667511582148403,-103.46438717097044,0
141,0,0,-67,0,-93,0,-88,-90,0,0,0,0,0,0,0,0,-54,0,0,0,0,0,0,0,0,0,0,0,0,-92,0,0,0,0,0,0,0,0,0,0,0,0,-52,0,0,0,-53,0,0,0,0,0,0,20.667511582148403,-103.46438717097044,0
142,0,0,-67,0,-93,0,-88,-90,0,0,0,0,0,0,0,0,-54,0,0,0,0,0,0,0,0,0,0,0,0,-92,0,0,0,0,0,0,0,0,0,0,0,0,-52,0,0,0,-53,0,0,0,0,0,0,20.667511582148403,-103.46438717097044,0
143,0,0,-67,0,0,0,-88,-90,0,0,0,0,0,0,0,0,-53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-52,0,0,0,-53,0,0,0,0,0,0,20.667511582148403,-103.46438717097044,0
144,0,0,-67,0,-88,0,-84,-90,0,0,0,0,0,0,0,0,-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-52,0,-89,-76,-65,0,0,0,0,0,0,20.667511582148403,-103.46438717097044,0
145,0,0,-67,0,-88,0,-84,-90,0,0,0,0,0,0,0,0,-52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-52,0,-89,-76,-65,0,0,0,0,0,0,20.667511582148403,-103.46438717097044,0
146,0,0,-67,0,-88,0,-84,-90,0,0,0,0,0,0,0,0,-54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-52,0,-89,-76,-65,0,0,0,0,0,0,20.667511582148403,-103.46438717097044,0
147,0,0,-67,0,-88,0,-81,-93,-88,0,0,0,0,0,0,0,-52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-52,0,-92,-79,-59,0,0,0,0,0,0,20.667511582148403,-103.46438717097044,0
148,0,0,-67,0,-88,0,-81,-93,-88,0,0,0,0,0,0,0,-53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-52,0,-92,-79,-59,0,0,0,0,0,0,20.667511582148403,-103.46438717097044,0
149,0,0,-67,0,-88,0,-81,-93,-88,0,0,0,0,0,0,0,-58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-52,0,-92,-79,-59,0,0,0,0,0,0,20.667511582148403,-103.46438717097044,0
150,0,0,-64,0,0,0,0,-95,0,0,0,0,0,0,0,0,-56,0,0,0,0,0,0,0,0,-85,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,0,0,-49,0,-90,-74,-61,0,0,0,0,0,0,20.667507504058737,-103.46441399306059,0
151,0,0,-64,0,0,0,0,-95,0,0,0,0,0,0,0,0,-56,0,0,0,0,0,0,0,0,-85,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,0,0,-49,0,-90,-74,-61,0,0,0,0,0,0,20.667507504058737,-103.46441399306059,0
152,0,0,-64,0,0,0,0,-95,0,0,0,0,0,0,0,0,-57,0,0,0,0,0,0,0,0,-85,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,0,0,-49,0,-90,-74,-61,0,0,0,0,0,0,20.667507504058737,-103.46441399306059,0
153,0,0,-68,0,-89,0,0,-87,0,0,0,0,0,0,0,0,-56,0,0,0,0,0,0,0,0,-85,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,0,0,-46,0,-92,-70,-57,0,0,0,0,0,0,20.667507504058737,-103.46441399306059,0
154,0,0,-68,0,-89,0,0,-87,0,0,0,0,0,0,0,0,-56,0,0,0,0,0,0,0,0,-85,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,0,0,-46,0,-92,-70,-57,0,0,0,0,0,0,20.667507504058737,-103.46441399306059,0
155,0,0,-68,0,-89,0,-80,-87,0,0,0,0,0,0,0,0,-56,0,0,-82,0,0,0,0,0,-85,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,0,0,-45,0,-92,-71,-57,0,0,0,0,0,0,20.667507504058737,-103.46441399306059,0
156,0,0,-68,0,-89,0,-80,-87,0,0,0,0,0,0,0,0,-56,0,0,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,0,0,-45,0,-92,-71,-57,0,0,0,0,0,0,20.667507504058737,-103.46441399306059,0
157,0,0,-68,0,-89,0,-80,-87,0,0,0,0,0,0,0,0,-56,0,0,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-45,0,-92,-71,-57,0,0,0,0,0,0,20.667507504058737,-103.46441399306059,0
158,0,0,-63,0,-89,0,-80,-91,-90,0,0,0,0,0,0,0,-53,0,0,-82,0,0,0,0,0,0,0,0,0,0,0,-93,0,0,0,0,0,0,0,0,0,0,-47,0,-92,-71,-57,0,0,0,0,0,0,20.667507504058737,-103.46441399306059,0
159,0,0,-63,0,0,0,-80,-91,-90,0,0,0,0,0,0,0,-53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-93,0,0,0,0,0,0,0,0,0,0,-47,0,0,-71,-57,0,0,0,0,0,0,20.667507504058737,-103.46441399306059,0
160,0,0,-74,0,-90,0,-80,-91,-90,0,-91,0,0,0,0,0,-58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-93,0,0,0,0,0,0,0,0,0,-91,-50,0,-89,-71,-66,0,0,0,0,0,0,20.667507504058737,-103.46441399306059,0
161,0,0,-74,0,-90,0,-80,-91,-90,0,-91,0,0,0,0,0,-58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-93,0,0,0,0,0,0,0,0,0,-91,-50,0,-89,-71,-66,0,0,0,0,0,0,20.667586556238895,-103.46434693783522,0
162,0,0,-74,0,0,0,0,0,0,0,-91,0,0,0,0,0,-56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91,-50,0,-89,0,-66,0,0,0,0,0,0,20.667586556238895,-103.46434693783522,0
163,0,0,-74,0,0,0,0,0,0,0,-91,0,0,0,0,0,-58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91,-50,0,-89,0,-66,0,0,0,0,0,0,20.667586556238895,-103.46434693783522,0
164,0,0,-71,0,0,0,-83,0,0,0,-91,0,0,0,0,0,-57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91,-48,-88,-89,-82,-66,0,0,0,0,0,0,20.667586556238895,-103.46434693783522,0
165,0,0,-71,0,0,0,-83,0,0,0,0,0,0,0,0,0,-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48,-88,0,-82,-66,0,0,0,0,0,0,20.667586556238895,-103.46434693783522,0
166,0,0,-71,0,0,0,-83,0,0,0,0,0,0,0,0,0,-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48,-88,0,-82,-66,0,0,0,0,0,0,20.667586556238895,-103.46434693783522,0
