,ap0,ap1,ap2,ap3,ap4,ap5,ap6,ap7,ap8,ap9,ap10,ap11,ap12,ap13,ap14,ap15,ap16,ap17,ap18,ap19,ap20,ap21,result_x,result_y
0,0,0,0,-54,-65,0,-67,-63,0,0,0,0,0,-94,0,0,-70,0,0,-63,0,0,-2,0
1,0,0,0,-60,0,0,-65,-68,0,0,0,0,0,0,0,0,-69,-95,0,-62,0,0,-2,0
2,0,0,0,-58,0,0,-65,-61,0,0,0,0,0,0,0,0,-69,0,0,-64,0,0,-2,0
3,0,0,0,-59,0,0,-67,-64,0,-73,0,0,0,0,0,0,-75,0,0,-61,0,0,-2,0
4,0,0,0,-55,0,0,-66,-63,0,0,0,0,0,0,0,0,-67,0,0,-61,0,0,-2,0
5,0,0,0,-56,0,0,-65,-71,0,0,0,0,0,0,0,0,-69,0,0,-64,0,0,-2,0
6,0,0,0,-60,0,0,-64,-73,0,0,0,0,0,0,0,0,-66,0,0,-64,0,0,-2,0
7,0,0,0,-56,0,0,-64,-66,0,0,0,0,0,0,0,0,-72,0,0,-62,0,0,-2,0
8,0,0,0,-66,0,0,-79,-69,0,0,0,0,-91,0,0,0,-74,0,0,-70,0,0,-2,2
9,0,0,0,-62,0,0,-85,-71,0,0,0,0,0,0,0,0,-73,0,0,-71,0,0,-2,2
10,0,0,0,-60,0,0,-84,-79,0,-80,0,0,0,0,0,0,-74,0,0,-68,0,0,-2,2
11,0,0,0,-62,0,0,-78,-71,0,0,0,0,0,0,-94,0,-73,0,0,-72,0,0,-2,2
12,0,0,0,-54,0,0,-79,-76,0,-78,0,0,0,0,0,0,-72,0,0,-67,0,0,-2,2
13,0,0,0,-66,0,0,-76,-69,0,-71,0,0,0,0,0,0,-72,0,0,-70,0,0,-2,2
14,0,0,0,-63,0,0,-82,-72,0,0,0,0,0,0,0,0,-83,0,-91,-74,0,0,-2,2
15,0,0,0,-60,0,0,-80,-74,0,0,0,0,0,0,0,0,-71,0,0,-71,0,0,-2,2
16,0,0,0,-62,-42,0,-70,-69,0,-65,0,0,-83,-89,0,0,-77,0,0,-72,0,0,0,0
17,-94,0,0,-67,-41,0,-63,-67,0,-69,0,0,0,0,0,0,-85,0,-86,-74,0,0,0,0
18,-94,0,0,-58,-39,0,-64,-68,0,-64,0,0,0,0,0,0,-79,0,0,-71,0,0,0,0
19,0,-94,0,-65,-39,0,-61,-69,0,-65,0,0,0,0,0,0,-81,0,0,-71,0,0,0,0
20,-94,-94,0,-60,-38,0,-63,-68,0,-65,0,0,-82,0,0,0,-80,0,0,-73,0,0,0,0
21,0,-90,0,-64,-40,0,-63,-73,0,-68,0,-91,0,-87,0,0,-83,0,-78,-76,0,0,0,0
22,0,0,0,-59,-40,0,-63,-77,0,-62,0,0,-82,0,0,0,-80,0,-81,-78,0,0,0,0
23,0,0,0,-64,-46,0,-63,-67,0,-63,0,0,-82,0,0,0,-80,0,0,-74,0,0,0,0
24,-94,0,0,-67,-34,0,-58,-67,0,-73,0,-91,-82,0,0,0,-80,0,-83,-77,0,0,0,2
25,0,-91,0,-59,-39,0,-56,-79,0,-70,0,-91,0,0,0,0,-83,0,0,-68,0,0,0,2
26,-94,0,0,-63,-37,0,-57,-80,0,-71,0,0,0,0,0,0,-80,0,-83,-71,0,0,0,2
27,0,0,0,-65,-37,0,-58,-80,0,-75,0,0,0,0,0,0,-80,0,-79,-70,0,0,0,2
28,0,0,0,-61,-39,0,-64,-80,0,-72,0,-93,-84,0,0,0,-82,0,0,-69,0,0,0,2
29,0,0,0,-70,-50,0,-55,-82,0,-64,0,-91,0,0,0,0,-82,0,0,-70,0,0,0,2
30,-94,0,0,-67,-50,0,-58,-87,0,-79,-90,-91,0,0,0,0,-86,0,0,-77,0,0,0,2
31,0,0,0,-67,-48,0,-57,-89,0,-77,0,0,0,-88,0,0,-83,0,0,-73,0,0,0,2
32,0,0,0,-75,-58,0,-58,-81,0,-81,0,0,0,-87,0,0,-85,0,-82,-83,-92,0,0,4
33,-94,0,0,-73,-65,0,-59,-88,0,-76,-72,0,-78,-86,0,0,0,0,0,-86,-92,0,0,4
34,-94,0,0,-75,-57,0,-62,-88,0,-78,-73,0,-77,-85,0,0,0,0,-87,-89,0,0,0,4
35,0,0,0,-73,-59,0,-63,-88,0,-74,-75,0,-77,-87,0,0,0,0,-80,-90,0,0,0,4
36,0,0,0,-72,-54,0,-64,-85,0,-77,-75,0,0,-83,0,0,0,0,-84,-90,0,0,0,4
37,0,0,0,-64,-44,0,-58,-80,0,-78,0,0,-81,0,0,0,-89,0,-82,-89,0,0,0,4
38,0,-92,0,-70,-55,0,-62,-84,0,-84,-71,0,-80,-89,0,0,0,0,-83,-90,0,0,0,4
39,0,-92,0,-70,-55,0,-62,-84,0,-84,-71,0,-80,-89,0,0,0,0,-83,-90,0,0,0,4
40,0,0,0,0,-52,0,-60,-87,0,-77,-73,0,-83,-89,0,0,0,0,-81,-91,0,0,0,4
41,0,0,0,-67,-60,0,-66,-83,0,-77,0,0,0,-84,0,0,-86,0,-80,-89,0,0,0,6
42,0,0,0,-69,-59,0,-59,-77,0,-80,-69,-85,-64,0,0,0,-86,0,-76,-86,0,-88,0,6
43,0,0,0,-71,-62,0,-61,-77,0,-85,-69,-85,-64,-85,0,0,0,0,-75,-85,0,0,0,6
44,0,-86,0,-65,-62,0,-61,-85,0,-86,0,-86,-67,-85,0,0,-86,0,-75,0,0,0,0,6
45,0,-86,0,-68,-60,0,-61,-82,0,-89,0,-86,-65,-84,0,-89,-86,0,-74,-86,0,-89,0,6
46,0,-93,-83,-68,-46,0,-60,-84,0,-82,-73,-89,-81,-85,0,0,-85,0,-85,-96,0,0,0,6
47,0,0,-83,-68,-45,0,-59,-76,0,-87,-73,-88,-68,0,0,0,-84,0,-82,-87,0,0,0,6
48,-87,0,-83,-71,-42,0,-60,-85,0,-81,-73,-88,-65,0,0,0,0,0,-78,-83,0,0,0,6
49,0,0,0,-74,-58,-90,-71,-76,0,0,0,0,0,-92,0,0,-83,0,0,-76,0,0,2,-2
50,0,0,0,-68,-65,0,-69,-75,0,0,0,0,0,0,0,0,-85,0,0,-75,0,0,2,-2
51,0,0,0,-67,-73,0,-70,-76,0,-77,0,0,0,0,0,0,-86,0,0,-73,0,0,2,-2
52,0,0,0,-67,-66,0,-73,-80,0,0,0,0,0,-88,0,0,-84,0,0,-74,0,0,2,-2
53,0,0,0,-69,-66,0,-68,-81,0,0,0,0,0,-90,0,0,-85,0,0,-78,0,0,2,-2
54,0,0,0,-74,-62,0,-81,-81,0,-80,0,0,0,0,0,0,-88,0,0,-79,0,0,2,-2
55,0,0,0,-72,-66,0,-72,-78,0,-78,0,0,0,-92,0,0,-85,0,-93,-75,0,0,2,-2
56,0,0,0,-74,-67,0,-69,-78,0,0,0,0,0,-93,0,0,-85,0,-93,-77,0,0,2,-2
57,0,0,0,-69,-59,-89,-76,-82,0,-87,0,0,-89,0,0,0,-91,0,0,-85,0,0,2,-4
58,0,-94,0,-73,-64,-91,-80,-75,0,-86,-93,-94,0,0,0,0,-94,0,0,-82,0,0,2,-4
59,0,-94,0,-80,-64,-89,-82,-75,0,-86,-93,-94,0,0,0,0,0,0,0,-82,0,0,2,-4
60,0,0,0,-70,-77,-90,-74,-82,0,0,0,0,-74,-86,0,0,0,0,0,-86,0,0,2,-4
61,0,0,0,-77,-68,-88,-75,-78,0,0,0,0,0,-95,0,0,0,0,0,-90,0,0,2,-4
62,-92,0,0,-75,-59,0,-70,-75,0,0,0,0,0,-91,0,0,-90,0,0,-83,0,0,2,-4
63,0,0,0,-74,-70,-89,-78,-75,0,-86,0,-92,0,-92,0,0,0,0,0,-85,0,0,2,-4
64,0,0,0,-74,-74,-89,-80,-78,0,0,0,-92,0,0,0,0,0,0,0,-87,0,0,2,-4
65,0,-91,0,-71,-43,0,-61,-81,0,-73,-80,-91,-88,-88,0,0,-84,0,-88,-81,0,0,2,0
66,0,0,0,-72,-46,0,-68,-82,0,-74,-78,0,0,-91,0,0,-86,0,0,-81,0,0,2,0
67,0,0,0,-72,-46,0,-62,-82,0,-74,0,0,0,-88,0,0,-87,0,-85,-83,0,0,2,0
68,0,0,0,-72,-46,0,-60,-81,0,-77,-79,0,0,-89,0,0,-87,0,0,-83,0,0,2,0
69,-95,0,0,-72,-46,0,-63,-82,0,-76,-84,0,0,-89,0,0,-88,0,0,-82,0,0,2,0
70,0,0,0,-72,-53,0,-66,-79,0,-80,0,0,0,-92,0,0,-88,0,0,-84,0,0,2,0
71,0,0,0,-70,-45,0,-64,-84,0,-79,0,0,0,-86,0,0,-87,0,-93,-81,0,0,2,0
72,0,0,0,-70,-45,0,-67,-83,0,0,0,0,0,-92,0,0,-88,0,-93,-83,0,0,2,0
73,0,0,0,-63,-41,0,-62,-79,0,-68,0,0,0,-83,0,0,-82,0,0,-80,0,0,2,2
74,0,0,0,-63,-39,0,-57,-78,0,-70,0,0,0,-83,0,0,0,0,0,-85,0,0,2,2
75,0,0,0,-74,-40,0,-57,-75,0,-68,0,0,0,0,0,0,-85,0,-84,-83,0,-90,2,2
76,0,0,0,-65,-44,0,-57,-79,0,-67,0,0,0,-91,0,0,0,0,-82,-84,0,0,2,2
77,0,0,0,-62,-46,0,-57,-78,0,-69,0,0,0,-83,0,0,0,0,0,-82,0,0,2,2
78,0,0,0,-71,-45,0,-66,-76,0,-69,-84,0,0,0,0,0,-83,0,0,-80,0,-89,2,2
79,0,0,0,-71,-48,0,-66,-72,0,-77,-84,0,-84,-92,0,0,-82,0,0,-80,0,0,2,2
80,0,0,0,-61,-55,0,-66,-70,0,-68,0,0,0,-88,0,0,-82,0,0,-77,0,-91,2,2
81,0,0,0,-63,-36,0,-47,-81,0,-71,-80,0,0,-82,0,0,-87,0,0,-81,0,0,2,4
82,0,0,0,-65,-38,0,-51,-81,-92,-78,0,0,0,0,0,0,-82,0,-80,-87,0,0,2,4
83,0,0,0,-65,-46,0,-49,-74,0,-71,-76,0,0,0,0,0,0,0,-81,-81,0,0,2,4
84,0,0,0,-64,-46,0,-47,-81,0,-75,0,0,0,-84,0,0,0,0,-82,-82,0,0,2,4
85,0,0,0,-64,-42,0,-49,-80,0,-73,0,0,0,-85,0,0,-92,0,-80,-84,0,-94,2,4
86,0,-92,0,-67,-34,0,-53,-77,0,-73,-76,0,-76,-88,0,0,0,0,-83,-78,0,0,2,4
87,0,0,-78,-66,-43,0,-47,-76,0,-83,0,0,-79,-88,0,0,0,0,-81,-79,0,0,2,4
88,0,0,0,-66,-43,0,-50,-74,0,-80,-77,0,-76,-88,0,0,-89,0,-81,-79,0,0,2,4
89,-86,0,0,-69,-46,0,-57,-80,0,-74,0,0,-68,-75,0,0,-84,0,-78,-89,0,0,2,6
90,0,0,0,-69,-51,0,-62,-81,0,-80,-73,0,-70,-78,0,0,-86,0,-76,-90,0,0,2,6
91,0,0,0,-73,-56,0,-65,-87,0,-82,-73,0,-76,-80,0,0,-86,0,-77,-89,0,0,2,6
92,0,0,0,-69,-50,0,-61,-77,0,-79,-71,0,-78,-74,0,0,0,0,-77,-89,0,0,2,6
93,0,0,0,-76,-49,0,-58,-76,0,-79,-70,0,-73,-76,0,0,0,0,-78,-89,0,0,2,6
94,0,0,0,-69,-49,0,-55,-78,0,-74,-78,0,-66,-76,0,0,-87,0,-74,-91,0,0,2,6
95,-85,0,-82,-69,-48,0,-56,-80,0,-77,-73,0,-64,-78,0,0,-92,0,-73,-90,0,0,2,6
96,-85,0,-87,-71,-52,0,-55,-78,0,-74,-75,0,-68,-80,0,0,-92,0,-72,-89,0,0,2,6
